EA_TUNNUS	LAHIN_TSA	NIMI_FI	EANIMI_FI	TIE	TIEOSA	ETAISYYS	X	Y	KUNNAN_NIMI
C0360000	3023	Tie 7 Lankamalmi		7	33	0	6702961	455597	
C0360100	3064	Tie 7 Husula_Länsi		7	33	1496	6702961	455597	
C0360200	3064	Tie 7 Ruissalo		7	34	0	6702961	455597	
C0361500	3064	Tie 7 Husula itä		7	35	227	6702961	455597	
C0362200	3056	Tie 7 Helsmanni		7	35	2591	6702961	455597	
C0355201	5013	Tie 7 Hamina, Tallinmäki	Itään	7	35	3643	6713368	513483	Virolahti
C0355202	5013	Tie 7 Hamina, Tallinmäki	Länteen	7	35	3643	6713368	513483	Virolahti
C0362300	3056	Tie 7 Karjusuo		7	35	4836	6702961	455597	
C0362400	3056	Tie 7 Lelu		7	35	7632	6702961	455597	
C0353001	3013	Tie 7 Hamina, Lelu	Vaalimaalle	7	36	6535	6714605	520931	Hamina
C0353002	3013	Tie 7 Hamina, Lelu	Haminaan	7	36	6535	6714605	520931	Hamina
C0355301	5013	Tie 7 Virolahti, Kattilainen	Itään	7	36	7245	6714255	521609	Virolahti
C0355302	5013	Tie 7 Virolahti, Kattilainen	Länteen	7	36	7245	6714255	521609	Virolahti
C0353701	3013	Tie 7 Virolahti, Uski	Itään	7	37	3500	6714648	524995	Virolahti
C0353702	3013	Tie 7 Virolahti, Uski	Länteen	7	37	3500	6714648	524995	Virolahti
C0355401	5013	Tie 7 Haavisto	Itään	7	38	4259	6714867	530103	Virolahti
C0355402	5013	Tie 7 Haavisto	Länteen	7	38	4259	6714867	530103	Virolahti
C0355501	5011	Tie 7 Vaahterikonkangas	Itään	7	39	4916	6715272	535005	Virolahti
C0355502	5011	Tie 7 Vaahterikonkangas	Länteen	7	39	4916	6715272	535005	Virolahti
C0355601	5011	Tie 7 Virolahti, Virojoki	Itään	7	40	1404	6717044	538650	Virolahti
C0355602	5011	Tie 7 Virolahti, Virojoki	Länteen	7	40	1404	6717044	538650	Virolahti
C0355701	5011	Tie 7 Urheilukentän risteys	Itään	7	41	969	6716991	539823	Virolahti
C0355702	5011	Tie 7 Urheilukentän risteys	Länteen	7	41	969	6716991	539823	Virolahti
C0353801	5011	Tie 7 Hämeenkylän risteys	Itään	7	41	3223	6717739	541918	Virolahti
C0353802	5011	Tie 7 Hämeenkylän risteys	Länteen	7	41	3223	6717739	541918	Virolahti
C0353901	5011	Tie 7 Kurkelantien risteys	Itään	7	41	5703	6718511	544465	Virolahti
C0353902	5011	Tie 7 Kurkelantien risteys	Länteen	7	41	5703	6718511	544465	Virolahti
C0354001	5011	Tie 7 Lappeenrannantien risteys	Itään	7	41	6753	6718547	545315	Virolahti
C0354100	5011	Tie 7 Rajaparkki		7	42	814	6718818	546113	Virolahti
C0351201	5011	Tie 7 Virolahti, Vaalimaa	Kuva raja-asemalta itään	7	42	1394	6719076	546576	Virolahti
C0351202	5011	Tie 7 Virolahti, Vaalimaa	Kuva raja-asemalta länteen	7	42	1394	6719076	546576	Virolahti
C0351208	5011	Tie 7 Virolahti, Vaalimaa	Rekkaparkki	7	42	1394	6719076	546576	Virolahti
C0250701	2008	Tie 8 Laitila, Nästi	Raumalle	8	110	1648	6751273	220287	Laitila
C0255101	2008	Tie 8 Laitila	Vaasaan	8	112	2670	6762376	210453	Laitila
C0255102	2008	Tie 8 Laitila	Turkuun	8	112	2670	6762376	210453	Laitila
C0255109	2008	Tie 8 Laitila	Tienpinta	8	112	2670	6762376	210453	Laitila
C0252501	2002	Tie 8 Rauma	Poriin	8	119	3915	6792208	208629	Rauma
C0252502	2002	Tie 8 Rauma	Raumalle	8	119	3915	6792208	208629	Rauma
C0252509	2002	Tie 8 Rauma	Tienpinta	8	119	3915	6792208	208629	Rauma
C0251401	2003	Tie 8 Luvia	Poriin	8	126	1298	6823293	219813	Luvia
C0252401	2009	Tie 8 Hyvelä	Vaasaan	8	202	225	6832336	223781	Pori
C0252402	2009	Tie 8 Hyvelä	Poriin	8	202	225	6832336	223781	Pori
C0252409	2009	Tie 8 Hyvelä	Tienpinta	8	202	225	6832336	223781	Pori
C1054101	10001	Tie 8 Kristiinankaupunki, Metsälä	Vaasaan	8	213	5066	6893780	214416	Kristiinankaupunki
C1054102	10001	Tie 8 Kristiinankaupunki, Metsälä	Turkuun	8	213	5066	6893780	214416	Kristiinankaupunki
C1054109	10001	Tie 8 Kristiinankaupunki, Metsälä	Tienpinta	8	213	5066	6893780	214416	Kristiinankaupunki
C1050301	10026	Tie 8 Lapväärtti	Vaasaan	8	218	765	6916083	213631	Kristiinankaupunki
C1050302	10026	Tie 8 Lapväärtti	Poriin	8	218	765	6916083	213631	Kristiinankaupunki
C1050309	10026	Tie 8 Lapväärtti	Tienpinta	8	218	765	6916083	213631	Kristiinankaupunki
C1053001	10002	Tie 8 Närpiö	Vaasaan	8	224	75	6939140	213358	Närpiö
C1053002	10002	Tie 8 Närpiö	Poriin	8	224	75	6939140	213358	Närpiö
C1053009	10002	Tie 8 Närpiö	Tienpinta	8	224	75	6939140	213358	Närpiö
C1052601	10012	Tie 8 Pirttikylä	Vaasaan	8	232	645	6968829	226439	Maalahti
C1052602	10012	Tie 8 Pirttikylä	Poriin	8	232	645	6968829	226439	Maalahti
C1052609	10012	Tie 8 Pirttikylä	Tienpinta	8	232	645	6968829	226439	Maalahti
C1052301	10046	Tie 8 Vaasa, Kotiranta	Kokkolaan	8	301	1524	7008247	229770	Vaasa
C1052302	10046	Tie 8 Vaasa, Kotiranta	Vaasaan	8	301	1524	7008247	229770	Vaasa
C1052303	10046	Tie 8 Vaasa, Kotiranta	Tie 27417 kiertoliittymä	8	301	1524	7008247	229770	Vaasa
C1052309	10046	Tie 8 Vaasa, Kotiranta	Tienpinta	8	301	1524	7008247	229770	Vaasa
C1050501	10003	Tie 8 Mustasaari, Koivulahti	Kokkolaan	8	305	1250	7013965	241623	Mustasaari
C1050502	10003	Tie 8 Mustasaari, Koivulahti	Vaasaan	8	305	1250	7013965	241623	Mustasaari
C1050509	10003	Tie 8 Mustasaari, Koivulahti	Tienpinta	8	305	1250	7013965	241623	Mustasaari
C1054501	10039	Tie 8 Mustasaari, Vassor	Kokkola	8	307	981	7013091	248744	Mustasaari
C1054502	10039	Tie 8 Mustasaari, Vassor	Vaasa	8	307	981	7013091	248744	Mustasaari
C1054509	10039	Tie 8 Mustasaari, Vassor	Tienpinta	8	307	981	7013091	248744	Mustasaari
C1051301	10004	Tie 8 Oravainen	Kokkolaan	8	311	7072	7026600	268014	Vöyri
C1051302	10004	Tie 8 Oravainen	Vaasaan	8	311	7072	7026600	268014	Vöyri
C1051309	10004	Tie 8 Oravainen	Tienpinta	8	311	7072	7026600	268014	Vöyri
C1054201	10023	Tie 8 Uusikaarlepyy, Ytterjeppo	Ouluun	8	318	2600	7042583	278861	Uusikaarlepyy
C1054202	10023	Tie 8 Uusikaarlepyy, Ytterjeppo	Vaasaan	8	318	2600	7042583	278861	Uusikaarlepyy
C1054204	10023	Tie 8 Uusikaarlepyy, Ytterjeppo	Tie 19 Seinäjoelle	8	318	2600	7042583	278861	Uusikaarlepyy
C1054209	10023	Tie 8 Uusikaarlepyy, Ytterjeppo	Tienpinta	8	318	2600	7042583	278861	Uusikaarlepyy
C1050201	10028	Tie 8 Kruunupyy	Kokkolaan	8	327	2094	7070802	301557	Kruunupyy
C1050202	10028	Tie 8 Kruunupyy	Vaasaan	8	327	2094	7070802	301557	Kruunupyy
C1050209	10028	Tie 8 Kruunupyy	Tienpinta	8	327	2094	7070802	301557	Kruunupyy
C1053301	10006	Tie 8 Kokkola, Haavistonkangas	Ouluun	8	406	1743	7087239	320309	Kälviä
C1053302	10006	Tie 8 Kokkola, Haavistonkangas	Kokkolaan	8	406	1743	7087239	320309	Kälviä
C1053309	10006	Tie 8 Kokkola, Haavistonkangas	Tienpinta	8	406	1743	7087239	320309	Kälviä
C1051201	10024	Tie 8 Lohtaja	Ouluun	8	410	71	7102320	330702	Lohtaja
C1051202	10024	Tie 8 Lohtaja	Kokkolaan	8	410	71	7102320	330702	Lohtaja
C1051209	10024	Tie 8 Lohtaja	Tienpinta	8	410	71	7102320	330702	Lohtaja
C1257901	10024	Tie 8 Himanka	Ouluun	8	412	214	7106031	335901	Kalajoki
C1250201	11001	Tie 8 Kalajoki, Rahja	Ouluun	8	414	5629	7124268	343199	Kalajoki
C1250202	11001	Tie 8 Kalajoki, Rahja	Vaasaan	8	414	5629	7124268	343199	Kalajoki
C1250209	11001	Tie 8 Kalajoki, Rahja	Tienpinta	8	414	5629	7124268	343199	Kalajoki
C1252401	12018	Tie 8 Pyhäjoki, Parhalahti	Ouluun	8	425	912	7155284	371990	Pyhäjoki
C1252402	12018	Tie 8 Pyhäjoki, Parhalahti	Vaasaan	8	425	912	7155284	371990	Pyhäjoki
C1252409	12018	Tie 8 Pyhäjoki, Parhalahti	Tienpinta	8	425	912	7155284	371990	Pyhäjoki
C1257601	12002	Tie 8 Raahe, Pattijoki	Ouluun	8	429	5235	7175738	383689	Raahe
C1252101	12002	Tie 8 Siikajoki, Revonlahti	Ouluun	8	434	645	7178650	403189	Siikajoki
C1252102	12002	Tie 8 Siikajoki, Revonlahti	Vaasaan	8	434	645	7178650	403189	Siikajoki
C1252109	12002	Tie 8 Siikajoki, Revonlahti	Tienpinta	8	434	645	7178650	403189	Siikajoki
C0250901	2027	Tie 9 Aura	Loimaalle	9	107	271	6731132	256868	Aura
C0254501	2011	Tie 9 Loimaa	Tampereelle	9	117	610	6759918	294483	Loimaa
C0254502	2011	Tie 9 Loimaa	Turkuun	9	117	610	6759918	294483	Loimaa
C0254509	2011	Tie 9 Loimaa	Tienpinta	9	117	610	6759918	294483	Loimaa
C0451401	4021	Tie 9 Urjala, Nuutajärvi	Tampereelle	9	121	975	6770781	310721	Urjala
C0454701	4017	Tie 9 Tampere, Linnainmaa	Jyväskylään	9	205	3290	6821173	333610	Tampere
C0454702	4017	Tie 9 Tampere, Linnainmaa	Turkuun	9	205	3290	6821173	333610	Tampere
C0454703	4017	Tie 9 Tampere, Linnainmaa	Sammon valtatie länteen	9	205	3290	6821173	333610	Tampere
C0454704	4017	Tie 9 Tampere, Linnainmaa	Sammon valtatie itään	9	205	3290	6821173	333610	Tampere
C0454709	4017	Tie 9 Tampere, Linnainmaa	Tienpinta	9	205	3290	6821173	333610	Tampere
C0450401	4030	Tie 9 Kangasala, Suinula	Jyväskylään	9	208	355	6827011	343338	Kangasala
C0450402	4030	Tie 9 Kangasala, Suinula	Tampereelle	9	208	355	6827011	343338	Kangasala
C0450409	4030	Tie 9 Kangasala, Suinula	Tienpinta	9	208	355	6827011	343338	Kangasala
C0451301	4013	Tie 9 Orivesi, Oritupa	Jyväskylään	9	210	4400	6840489	356417	Orivesi
C0451302	4013	Tie 9 Orivesi, Oritupa	Tampereelle	9	210	4400	6840489	356417	Orivesi
C0451309	4013	Tie 9 Orivesi, Oritupa	Tienpinta	9	210	4400	6840489	356417	Orivesi
C0453501	4032	Tie 9 Längelmäki	Jyväskylään	9	216	0	6847242	383863	Längelmäki
C0951801	9017	Tie 9 Jämsä, Partalanmäki	Jämsään	9	219	2600	6858256	402236	Jämsä
C0951802	9017	Tie 9 Jämsä, Partalanmäki	Orivedelle	9	219	2600	6858256	402236	Jämsä
C0951809	9017	Tie 9 Jämsä, Partalanmäki	Tienpinta	9	219	2600	6858256	402236	Jämsä
C0951200	9016	Tie 9 Jämsä, Himos	Rinne	9	226	150	6862915	409863	Jämsä
C0951201	9016	Tie 9 Jämsä, Himos	Jyväskylään	9	226	150	6862915	409863	Jämsä
C0951202	9016	Tie 9 Jämsä, Himos	Jämsään	9	226	150	6862915	409863	Jämsä
C0950301	9002	Tie 9 Muurame	Jyväskylään	9	232	4400	6885737	428552	Muurame
C0951102	9014	Tie 9 Jyväskylä, Pumperi	Jämsään	9	235	2725	6898404	433443	Jyväskylä
C0950401	9007	Tie 9 Laukaa, Metsolahti	Kuopioon	9	305	100	6902655	453363	Laukaa
C0950402	9007	Tie 9 Laukaa, Metsolahti	Jyväskylään	9	305	100	6902655	453363	Laukaa
C0950501	9011	Tie 9 Hankasalmi, Nälkämäki	Kuopioon	9	310	3200	6913945	477642	Hankasalmi
C0950502	9011	Tie 9 Hankasalmi, Nälkämäki	Jyväskylään	9	310	3200	6913945	477642	Hankasalmi
C0950509	9011	Tie 9 Hankasalmi, Nälkämäki	Tienpinta	9	310	3200	6913945	477642	Hankasalmi
C0850901	8009	Tie 9 Suonenjoki	Kuopioon	9	320	868	6944895	506211	Suonenjoki
C0850902	8009	Tie 9 Suonenjoki	Jyväskylään	9	320	868	6944895	506211	Suonenjoki
C0850903	8009	Tie 9 Suonenjoki	Suonenjoelle	9	320	868	6944895	506211	Suonenjoki
C0850904	8009	Tie 9 Suonenjoki	Karttulaan	9	320	868	6944895	506211	Suonenjoki
C0856100	8042	Tie 9 Vuorela	Ympyrä	9	327	52	6982736	535879	Kuopio
C0856101	8042	Tie 9 Vuorela	Joensuuhun	9	327	52	6982736	535879	Kuopio
C0856110	8042	Tie 9 Vuorela	pysäkki1	9	327	52	6982736	535879	Kuopio
C0856111	8042	Tie 9 Vuorela	pysäkki2	9	327	52	6982736	535879	Kuopio
C0856112	8042	Tie 9 Vuorela	pysäkki3	9	327	52	6982736	535879	Kuopio
C0856113	8042	Tie 9 Vuorela	pysäkki4	9	327	52	6982736	535879	Kuopio
C0854200	8012	Tie 9 Kuopio, Jännevirta		9	329	0	6982677	542100	Kuopio
C0852801	8011	Tie 9 Kuopio, Vartiala	Joensuuhun	9	330	6726	6978406	553070	Kuopio
C0852802	8011	Tie 9 Kuopio, Vartiala	Kuopioon	9	330	6726	6978406	553070	Kuopio
C0852809	8011	Tie 9 Kuopio, Vartiala	tienpinta	9	330	6726	6978406	553070	Kuopio
C0851901	8006	Tie 9 Tuusniemi, Paakkila	Joensuuhun	9	337	6616	6962937	584605	Tuusniemi
C0851902	8006	Tie 9 Tuusniemi, Paakkila	Kuopioon	9	337	6616	6962937	584605	Tuusniemi
C0851909	8006	Tie 9 Tuusniemi, Paakkila	tienpinta	9	337	6616	6962937	584605	Tuusniemi
C0853001	7003	Tie 9 Outokumpu, Ulla	Kuopioon	9	343	56	6953767	600332	Outokumpu
C0853002	7003	Tie 9 Outokumpu, Ulla	Joensuuhun	9	343	56	6953767	600332	Outokumpu
C0853009	7003	Tie 9 Outokumpu, Ulla	tienpinta	9	343	56	6953767	600332	Outokumpu
C0853101	7009	Tie 9 Joensuu, Noljakka	Joensuuhun	9	353	1928	6946021	640004	Joensuu
C0853102	7009	Tie 9 Joensuu, Noljakka	Kuopioon	9	353	1928	6946021	640004	Joensuu
C0852301	7011	Tie 9 Tohmajärvi	Niiralaan	9	358	2282	6903430	674743	Tohmajärvi
C0852302	7011	Tie 9 Tohmajärvi	Tohmajärvi	9	358	2282	6903430	674743	Tohmajärvi
C0850302	7011	Tie 9 Niirala	Suomesta lähtevä liikenne	9	361	3368	6898609	688088	Tohmajärvi
C0855400	7011	Tie 9 Niirala_raja_Venäjä	Suomeen saapuva liikenne	9	361	3521	6898658	688194	Tohmajärvi
C0855500	7011	Tie 9 Niirala_raja_Suomi	Suomesta lähtevä liikenne	9	361	4429	6898476	689053	Tohmajärvi
C0251501	2028	Tie 10 Marttila	Turkuun	10	6	3800	6724109	272404	Marttila
C0454001	4008	Tie 10 Tammela, Perähuhta	Hämeenlinnaan	10	20	5009	6747315	337604	Forssa
C0454002	4008	Tie 10 Tammela, Perähuhta	Turkuun	10	20	5009	6747315	337604	Forssa
C0454003	4008	Tie 10 Tammela, Perähuhta	Tie 54 Riihimäelle	10	20	5009	6747315	337604	Forssa
C0454004	4008	Tie 10 Tammela, Perähuhta	Tie 283 Urjalaan	10	20	5009	6747315	337604	Forssa
C0454009	4008	Tie 10 Tammela, Perähuhta	Tienpinta	10	20	5009	6747315	337604	Forssa
C0450801	4005	Tie 11 Nokia, Murhasaari	Poriin	11	4	5159	6824331	305248	Nokia
C0450802	4005	Tie 11 Nokia, Murhasaari	Tampereelle	11	4	5159	6824331	305248	Nokia
C0450804	4005	Tie 11 Nokia, Murhasaari	Tie 2624 Siuroon	11	4	5159	6824331	305248	Nokia
C0450809	4005	Tie 11 Nokia, Murhasaari	Tienpinta	11	4	5159	6824331	305248	Nokia
C0250402	2013	Tie 11 Tervahauta	Tampereelle	11	13	6694	6823860	264396	Sastamala
C0251709	2029	Tie 12 Lapinmäki	Tienpinta	12	106	3526	6785336	225895	Lappi
C0451902	2017	Tie 12 Sarkola	Vammalaan	12	122	2982	6813091	300347	Vammala
C0454601	4020	Tie 12 Tampere, Hyhky	Lahteen	12	126	6140	6823841	323784	Tampere
C0454602	4020	Tie 12 Tampere, Hyhky	Raumalle	12	126	6140	6823841	323784	Tampere
C0454603	4020	Tie 12 Tampere, Hyhky	Pispalaan	12	126	6140	6823841	323784	Tampere
C0454604	4020	Tie 12 Tampere, Hyhky	Epilään	12	126	6140	6823841	323784	Tampere
C0452400	4020	Tie 12 Tampere, Paasikiventie		12	127	476	6823861	324303	Tampere
C0452100	4020	Tie 12 Tampere, Onkiniemi		12	127	3010	6823042	326396	Tampere
C0454501	4029	Tie 12 Tampere, Naistenlahti	Lahteen	12	127	4966	6823589	328194	Tampere
C0454502	4029	Tie 12 Tampere, Naistenlahti	Raumalle	12	127	4966	6823589	328194	Tampere
C0454509	4029	Tie 12 Tampere, Naistenlahti	Tienpinta	12	127	4966	6823589	328194	Tampere
C0454401	4029	Tie 12 Tampere, Kissanmaa	Lahteen	12	201	1030	6823055	330848	Tampere
C0454402	4029	Tie 12 Tampere, Kissanmaa	Tampereelle	12	201	1030	6823055	330848	Tampere
C0454409	4029	Tie 12 Tampere, Kissanmaa	Tienpinta	12	201	1030	6823055	330848	Tampere
C0453401	4017	Tie 12 Tampere, Alasjärvi	Lahteen	12	202	494	6822261	334231	Tampere
C0453402	4017	Tie 12 Tampere, Alasjärvi	Tampereelle	12	202	494	6822261	334231	Tampere
C0453403	4017	Tie 12 Tampere, Alasjärvi	Tie 9 Jyväskylään	12	202	494	6822261	334231	Tampere
C0453404	4017	Tie 12 Tampere, Alasjärvi	Tie 9 Turkuun	12	202	494	6822261	334231	Tampere
C0453101	4012	Tie 12 Pälkäne	Lahteen	12	209	32	6796062	358020	Pälkäne
C0453102	4012	Tie 12 Pälkäne	Tampereelle	12	209	32	6796062	358020	Pälkäne
C0453104	4012	Tie 12 Pälkäne	Tie 57 Hämeenlinnaan	12	209	32	6796062	358020	Pälkäne
C0453109	4012	Tie 12 Pälkäne	Tienpinta	12	209	32	6796062	358020	Pälkäne
C0450501	4011	Tie 12 Hämeenlinna, Tuulos	Lahteen	12	215	755	6776007	385234	Hämeenlinna
C0451201	4025	Tie 12 Lahti, Kärpäsenmäki	Lahteen	12	222	4122	6761248	424815	Lahti
C0451202	4025	Tie 12 Lahti, Kärpäsenmäki	Tampereelle	12	222	4122	6761248	424815	Lahti
C0453901	5009	Tie 12 Nastola, Arola	Kouvolaan	12	227	6600	6754915	450824	Nastola
C0358701	5009	Tie 12 Iitti, Mankala	Kouvolaan	12	228	1250	6753393	455488	Iitti
C1052401	10015	Tie 13 Alaveteli	Kokkolaan	13	105	56	7069792	318284	Kruunupyy
C1052402	10015	Tie 13 Alaveteli	Kaustisille	13	105	56	7069792	318284	Kruunupyy
C1052409	10015	Tie 13 Alaveteli	Tienpinta	13	105	56	7069792	318284	Kruunupyy
C1054701	11007	Tie 13 Veteli	Kokkola	13	113	3997	7036648	346522	Veteli
C1054702	11007	Tie 13 Veteli	Jyväskylä	13	113	3997	7036648	346522	Veteli
C1054709	11007	Tie 13 Veteli	Tienpinta	13	113	3997	7036648	346522	Veteli
C1051701	11007	Tie 13 Perho, Oksakoski	Kyyjärvelle	13	118	4628	7017218	364131	Perho
C1051702	11007	Tie 13 Perho, Oksakoski	Kokkolaan	13	118	4628	7017218	364131	Perho
C1051709	11007	Tie 13 Perho, Oksakoski	Tienpinta	13	118	4628	7017218	364131	Perho
C0951401	9009	Tie 13 Humppi	Saarijärvelle	13	127	75	6979331	390232	Karstula
C0951402	9009	Tie 13 Humppi	Kokkolaan	13	127	75	6979331	390232	Karstula
C0951409	9009	Tie 13 Humppi	Tienpinta	13	127	75	6979331	390232	Karstula
C0952501	9009	Tie 13 Saarijärvi	Jyväskylään	13	134	2430	6952890	412693	Saarijärvi
C0952502	9009	Tie 13 Saarijärvi	Saarijärvelle	13	134	2430	6952890	412693	Saarijärvi
C0952509	9009	Tie 13 Saarijärvi	Tienpinta	13	134	2430	6952890	412693	Saarijärvi
C0650700	6021	Tie 13 Kangasniemi, Häppälä	Jyväskylään	13	203	2452	6892100	464510	Kangasniemi
C0650705	6021	Tie 13 Kangasniemi, Häppälä	Jyvaskylaan	13	203	2452	6892100	464510	Kangasniemi
C0651301	6010	Tie 13 Kangasniemi	Mikkeliin	13	209	12	6874544	482067	Kangasniemi
C0651302	6010	Tie 13 Kangasniemi	Jyväskylään	13	209	12	6874544	482067	Kangasniemi
C0651303	6010	Tie 13 Kangasniemi	Tie 447 Pieksämäelle	13	209	12	6874544	482067	Kangasniemi
C0651304	6010	Tie 13 Kangasniemi	Tie 616 Joutsaan	13	209	12	6874544	482067	Kangasniemi
C0651309	6010	Tie 13 Kangasniemi	Tienpinta	13	209	12	6874544	482067	Kangasniemi
C0350501	6007	Tie 13 Ostolahti	Lappeenrantaan	13	225	5492	6813304	514117	Mikkeli
C0350502	6007	Tie 13 Ostolahti	Mikkeliin	13	225	5492	6813304	514117	Mikkeli
C0350504	6007	Tie 13 Ostolahti	Tie 15 Kouvolaan	13	225	5492	6813304	514117	Mikkeli
C0350509	6007	Tie 13 Ostolahti	Tienpinta	13	225	5492	6813304	514117	Mikkeli
C0357501	5008	Tie 13 Savitaipale	Lappeenrantaan	13	234	27	6784301	535875	Savitaipale
C0357502	5008	Tie 13 Savitaipale	Mikkeliin	13	234	27	6784301	535875	Savitaipale
C0357001	3012	Tie 13 Karhusjärvi	Nuijamaalle	13	239	4759	6768091	573448	Lappeenranta
C0357002	3012	Tie 13 Karhusjärvi	Lappeenrantaan	13	239	4759	6768091	573448	Lappeenranta
C0356501	3012	Tie 13 Lokkaan suora	Rajalle	13	240	2729	6766066	575454	Lappeenranta
C0356502	3012	Tie 13 Lokkaan suora	Lappeenrantaan	13	240	2729	6766066	575454	Lappeenranta
C0354202	3012	Tie 13 Rajalle 4.5km	Länteen	13	241	1000	6762363	579444	Lappeenranta
C0353601	3012	Tie 13 Rajalle 5km	Nuijamaalle	13	241	1500	6762745	578880	Lappeenranta
C0353602	3012	Tie 13 Rajalle 5km	Lappeenrantaan	13	241	1500	6762745	578880	Lappeenranta
C0354302	3012	Tie 13 Rajalle 4.0km	Itään	13	241	1550	6761900	579983	Lappeenranta
C0354401	3012	Tie 13 Rajalle 2.5km	Itään	13	241	3800	6760896	581002	Lappeenranta
C0354500	3012	Tie 13 Raja, puomi	Rajapuomi	13	241	4950	6759893	581414	Lappeenranta
C0354600	3012	Tie 13 Raja, parkki 1		13	241	5500	6759458	581624	Lappeenranta
C0354700	3012	Tie 13 Raja, parkki 2		13	241	5600	6759368	581705	Lappeenranta
C0351002	3012	Tie 13 Nuijamaa	Lappeenrantaan	13	241	6112	6758975	582054	Lappeenranta
C0650201	6006	Tie 14 Rantasalmi, Hiismäki	Savonlinnaan	14	7	1796	6871160	568408	Rantasalmi
C0650202	6006	Tie 14 Rantasalmi, Hiismäki	Juvalle	14	7	1796	6871160	568408	Rantasalmi
C0650203	6006	Tie 14 Rantasalmi, Hiismäki	Rantasalmi	14	7	1796	6871160	568408	Rantasalmi
C0650801	6023	Tie 14 Savonlinna, Laitaatsalmi	Savonlinnaan	14	14	580	6861949	597116	Savonlinna
C0650802	6023	Tie 14 Savonlinna, Laitaatsalmi	Juvalle	14	14	580	6861949	597116	Savonlinna
C0650808	6023	Tie 14 Savonlinna, Laitaatsalmi	Järvimaisema	14	14	580	6861949	597116	Savonlinna
C0650809	6023	Tie 14 Savonlinna, Laitaatsalmi	Tienpinta	14	14	580	6861949	597116	Savonlinna
C0650901	6023	Tie 14 Savonlinna, Hevonpäänniemi	Savonlinnaan	14	14	1866	6862120	597505	Savonlinna
C0650902	6023	Tie 14 Savonlinna, Hevonpäänniemi	Juvalle	14	14	1866	6862120	597505	Savonlinna
C0650909	6023	Tie 14 Savonlinna, Hevonpäänniemi	Tienpinta	14	14	1866	6862120	597505	Savonlinna
C0651001	6023	Tie 14 Savonlinna, Ratapiha	Savonlinnaan	14	14	2220	6861849	598571	Savonlinna
C0651002	6023	Tie 14 Savonlinna, Ratapiha	Juvalle	14	14	2220	6861849	598571	Savonlinna
C0651009	6023	Tie 14 Savonlinna, Ratapiha	Tienpinta	14	14	2220	6861849	598571	Savonlinna
C0651101	6023	Tie 14 Savonlinna, Ruislahti	Lappeenrantaan	14	14	4035	6860959	599913	Savonlinna
C0651102	6023	Tie 14 Savonlinna, Ruislahti	Juvalle	14	14	4035	6860959	599913	Savonlinna
C0651109	6023	Tie 14 Savonlinna, Ruislahti	Tienpinta	14	14	4035	6860959	599913	Savonlinna
C0351600	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4370	6861113	600253	Savonlinna
C0351800	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4370	6861126	600248	Savonlinna
C0351500	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4510	6861179	600416	Savonlinna
C0351700	3033	Tie 14 Savonlinna, Kyrönsalmi		14	14	4510	6861158	600392	Savonlinna
C0651201	3033	Tie 14 Savonlinna, Miekkoniemi	Lappeenrantaan	14	16	25	6860986	601169	Savonlinna
C0651202	3033	Tie 14 Savonlinna, Miekkoniemi	Savonlinnaan	14	16	25	6860986	601169	Savonlinna
C0651209	3033	Tie 14 Savonlinna, Miekkoniemi	Tienpinta	14	16	25	6860986	601169	Savonlinna
C0651401	3033	Tie 14 Savonlinna, Nojamaa	Lappeenrantaan	14	17	117	6861960	602759	Savonlinna
C0651402	3033	Tie 14 Savonlinna, Nojamaa	Savoninnaan	14	17	117	6861960	602759	Savonlinna
C0651409	3033	Tie 14 Savonlinna, Nojamaa	Tienpinta	14	17	117	6861960	602759	Savonlinna
C0356101	3005	Tie 14 Punkaharju	Parikkalaan	14	22	6081	6850390	625102	Savonlinna
C0356102	3005	Tie 14 Punkaharju	Savonlinnaan	14	22	6081	6850390	625102	Savonlinna
C0356108	3005	Tie 14 Punkaharju	Järvimaisema	14	22	6081	6850390	625102	Savonlinna
C0356109	3005	Tie 14 Punkaharju	Tienpinta	14	22	6081	6850390	625102	Savonlinna
C0352401	3014	Tie 15 Kotka, Kotkansaari	Kouvolaan	15	1	1850	6703068	495679	Kotka
C0352402	3014	Tie 15 Kotka, Kotkansaari	Kotkaan	15	1	1850	6703068	495679	Kotka
C0352408	3014	Tie 15 Kotka, Kotkansaari	Merimaisema	15	1	1850	6703068	495679	Kotka
C0352409	3014	Tie 15 Kotka, Kotkansaari	Tienpinta	15	1	1850	6703068	495679	Kotka
C0358802	5012	Tie 15 Kouvola, Juurikorpi	Kotkaan	15	3	3000	6721004	495713	Kouvola
C0351901	5012	Tie 15 Kouvola, Keltakangas	Kouvolaan	15	5	6226	6734790	491442	Kouvola
C0351902	5012	Tie 15 Kouvola, Keltakangas	Kotkaan	15	5	6226	6734790	491442	Kouvola
C0353101	5019	Tie 15 Kouvola, Käyrälampi	Heinolaan	15	7	7631	6749995	487306	Kouvola
C0353102	5019	Tie 15 Kouvola, Käyrälampi	Kotkaan	15	7	7631	6749995	487306	Kouvola
